_value,environment,host
164,intel,intel-102
156,intel,intel-102
209,intel,intel-102
135,intel,intel-102
154,intel,intel-102
158,intel,intel-102
147,intel,intel-102
195,intel,intel-102
209,intel,intel-102
225,intel,intel-102
223,intel,intel-102
184,intel,intel-102
210,intel,intel-102
177,intel,intel-102
196,intel,intel-102
186,intel,intel-102
208,intel,intel-102
169,intel,intel-102
198,intel,intel-102
173,intel,intel-102
138,intel,intel-102
214,intel,intel-102
170,intel,intel-102
203,intel,intel-102
196,intel,intel-102
209,intel,intel-102
187,intel,intel-102
179,intel,intel-102
207,intel,intel-102
206,intel,intel-102
199,intel,intel-102
192,intel,intel-102
190,intel,intel-102
207,intel,intel-102
197,intel,intel-102
233,intel,intel-102
178,intel,intel-102
203,intel,intel-102
218,intel,intel-102
193,intel,intel-102
224,intel,intel-102
213,intel,intel-102
172,intel,intel-102
211,intel,intel-102
199,intel,intel-102
188,intel,intel-102
164,intel,intel-102
215,intel,intel-102
191,intel,intel-102
217,intel,intel-102
167,intel,intel-102
198,intel,intel-102
218,intel,intel-102
218,intel,intel-102
199,intel,intel-102
134,intel,intel-102
155,intel,intel-102
162,intel,intel-102
204,intel,intel-102
147,intel,intel-102
167,intel,intel-102
179,intel,intel-102
185,intel,intel-102
207,intel,intel-102
181,intel,intel-102
195,intel,intel-102
187,intel,intel-102
142,intel,intel-102
182,intel,intel-102
161,intel,intel-102
198,intel,intel-102
204,intel,intel-102
218,intel,intel-102
198,intel,intel-102
178,intel,intel-102
181,intel,intel-102
207,intel,intel-102
186,intel,intel-102
159,intel,intel-102
211,intel,intel-102
192,intel,intel-102
204,intel,intel-102
204,intel,intel-102
198,intel,intel-102
214,intel,intel-102
212,intel,intel-102
209,intel,intel-102
237,intel,intel-102
201,intel,intel-102
189,intel,intel-102
159,intel,intel-102
175,intel,intel-102
179,intel,intel-102
200,intel,intel-102
219,intel,intel-102
209,intel,intel-102
123,intel,intel-102
113,intel,intel-102
114,intel,intel-102
113,intel,intel-102
330,intel,intel-102
334,intel,intel-102
335,intel,intel-102
341,intel,intel-102
339,intel,intel-102
339,intel,intel-102
347,intel,intel-102
349,intel,intel-102
347,intel,intel-102
353,intel,intel-102
346,intel,intel-102
352,intel,intel-102
348,intel,intel-102
341,intel,intel-102
344,intel,intel-102
336,intel,intel-102
337,intel,intel-102
340,intel,intel-102
343,intel,intel-102
340,intel,intel-102
343,intel,intel-102
340,intel,intel-102
309,intel,intel-102
348,intel,intel-102
342,intel,intel-102
349,intel,intel-102
347,intel,intel-102
350,intel,intel-102
351,intel,intel-102
350,intel,intel-102
356,intel,intel-102
346,intel,intel-102
347,intel,intel-102
339,intel,intel-102
347,intel,intel-102
342,intel,intel-102
344,intel,intel-102
345,intel,intel-102
348,intel,intel-102
333,intel,intel-102
332,intel,intel-102
300,intel,intel-102
335,intel,intel-102
330,intel,intel-102
326,intel,intel-102
312,intel,intel-102
292,intel,intel-102
320,intel,intel-102
322,intel,intel-102
316,intel,intel-102
311,intel,intel-102
322,intel,intel-102
327,intel,intel-102
319,intel,intel-102
321,intel,intel-102
319,intel,intel-102
332,intel,intel-102
328,intel,intel-102
323,intel,intel-102
331,intel,intel-102
331,intel,intel-102
331,intel,intel-102
333,intel,intel-102
329,intel,intel-102
290,intel,intel-102
330,intel,intel-102
326,intel,intel-102
302,intel,intel-102
320,intel,intel-102
309,intel,intel-102
313,intel,intel-102
317,intel,intel-102
321,intel,intel-102
281,intel,intel-102
280,intel,intel-102
305,intel,intel-102
286,intel,intel-102
305,intel,intel-102
276,intel,intel-102
311,intel,intel-102
301,intel,intel-102
311,intel,intel-102
312,intel,intel-102
307,intel,intel-102
322,intel,intel-102
312,intel,intel-102
309,intel,intel-102
304,intel,intel-102
308,intel,intel-102
304,intel,intel-102
313,intel,intel-102
306,intel,intel-102
305,intel,intel-102
308,intel,intel-102
305,intel,intel-102
312,intel,intel-102
311,intel,intel-102
294,intel,intel-102
303,intel,intel-102
281,intel,intel-102
309,intel,intel-102
306,intel,intel-102
301,intel,intel-102
302,intel,intel-102
290,intel,intel-102
298,intel,intel-102
301,intel,intel-102
266,intel,intel-102
280,intel,intel-102
295,intel,intel-102
255,intel,intel-102
296,intel,intel-102
285,intel,intel-102
294,intel,intel-102
288,intel,intel-102
283,intel,intel-102
289,intel,intel-102
283,intel,intel-102
279,intel,intel-102
268,intel,intel-102
269,intel,intel-102
280,intel,intel-102
269,intel,intel-102
291,intel,intel-102
263,intel,intel-102
287,intel,intel-102
274,intel,intel-102
279,intel,intel-102
275,intel,intel-102
282,intel,intel-102
295,intel,intel-102
288,intel,intel-102
278,intel,intel-102
287,intel,intel-102
260,intel,intel-102
275,intel,intel-102
290,intel,intel-102
289,intel,intel-102
283,intel,intel-102
277,intel,intel-102
271,intel,intel-102
268,intel,intel-102
284,intel,intel-102
288,intel,intel-102
235,intel,intel-102
272,intel,intel-102
285,intel,intel-102
280,intel,intel-102
273,intel,intel-102
255,intel,intel-102
270,intel,intel-102
268,intel,intel-102
277,intel,intel-102
278,intel,intel-102
276,intel,intel-102
277,intel,intel-102
277,intel,intel-102
277,intel,intel-102
275,intel,intel-102
275,intel,intel-102
278,intel,intel-102
280,intel,intel-102
273,intel,intel-102
264,intel,intel-102
278,intel,intel-102
272,intel,intel-102
270,intel,intel-102
291,intel,intel-102
276,intel,intel-102
281,intel,intel-102
280,intel,intel-102
278,intel,intel-102
276,intel,intel-102
222,intel,intel-102
273,intel,intel-102
277,intel,intel-102
257,intel,intel-102
271,intel,intel-102
256,intel,intel-102
271,intel,intel-102
233,intel,intel-102
260,intel,intel-102
269,intel,intel-102
278,intel,intel-102
237,intel,intel-102
267,intel,intel-102
258,intel,intel-102
270,intel,intel-102
228,intel,intel-102
258,intel,intel-102
251,intel,intel-102
275,intel,intel-102
274,intel,intel-102
251,intel,intel-102
272,intel,intel-102
257,intel,intel-102
269,intel,intel-102
267,intel,intel-102
250,intel,intel-102
224,intel,intel-102
268,intel,intel-102
281,intel,intel-102
277,intel,intel-102
286,intel,intel-102
278,intel,intel-102
258,intel,intel-102
249,intel,intel-102
256,intel,intel-102
276,intel,intel-102
262,intel,intel-102
256,intel,intel-102
284,intel,intel-102
264,intel,intel-102
274,intel,intel-102
265,intel,intel-102
275,intel,intel-102
266,intel,intel-102
258,intel,intel-102
265,intel,intel-102
269,intel,intel-102
252,intel,intel-102
264,intel,intel-102
289,intel,intel-102
278,intel,intel-102
281,intel,intel-102
263,intel,intel-102
265,intel,intel-102
287,intel,intel-102
288,intel,intel-102
283,intel,intel-102
247,intel,intel-102
256,intel,intel-102
264,intel,intel-102
269,intel,intel-102
266,intel,intel-102
278,intel,intel-102
290,intel,intel-102
290,intel,intel-102
257,intel,intel-102
266,intel,intel-102
276,intel,intel-102
284,intel,intel-102
296,intel,intel-102
272,intel,intel-102
265,intel,intel-102
242,intel,intel-102
230,intel,intel-102
263,intel,intel-102
256,intel,intel-102
280,intel,intel-102
268,intel,intel-102
236,intel,intel-102
288,intel,intel-102
238,intel,intel-102
263,intel,intel-102
256,intel,intel-102
294,intel,intel-102
283,intel,intel-102
270,intel,intel-102
244,intel,intel-102
298,intel,intel-102
280,intel,intel-102
263,intel,intel-102
261,intel,intel-102
273,intel,intel-102
272,intel,intel-102
289,intel,intel-102
262,intel,intel-102
268,intel,intel-102
284,intel,intel-102
199,intel,intel-102
238,intel,intel-102
261,intel,intel-102
266,intel,intel-102
260,intel,intel-102
275,intel,intel-102
291,intel,intel-102
297,intel,intel-102
279,intel,intel-102
257,intel,intel-102
275,intel,intel-102
254,intel,intel-102
266,intel,intel-102
265,intel,intel-102
261,intel,intel-102
282,intel,intel-102
289,intel,intel-102
268,intel,intel-102
276,intel,intel-102
272,intel,intel-102
286,intel,intel-102
253,intel,intel-102
266,intel,intel-102
268,intel,intel-102
227,intel,intel-102
291,intel,intel-102
270,intel,intel-102
281,intel,intel-102
272,intel,intel-102
269,intel,intel-102
275,intel,intel-102
266,intel,intel-102
294,intel,intel-102
270,intel,intel-102
295,intel,intel-102
269,intel,intel-102
283,intel,intel-102
285,intel,intel-102
294,intel,intel-102
258,intel,intel-102
282,intel,intel-102
272,intel,intel-102
276,intel,intel-102
273,intel,intel-102
290,intel,intel-102
254,intel,intel-102
271,intel,intel-102
272,intel,intel-102
306,intel,intel-102
253,intel,intel-102
261,intel,intel-102
277,intel,intel-102
284,intel,intel-102
267,intel,intel-102
274,intel,intel-102
278,intel,intel-102
256,intel,intel-102
224,intel,intel-102
274,intel,intel-102
269,intel,intel-102
248,intel,intel-102
266,intel,intel-102
269,intel,intel-102
280,intel,intel-102
289,intel,intel-102
265,intel,intel-102
258,intel,intel-102
247,intel,intel-102
259,intel,intel-102
256,intel,intel-102
254,intel,intel-102
179,intel,intel-102
246,intel,intel-102
245,intel,intel-102
244,intel,intel-102
264,intel,intel-102
242,intel,intel-102
256,intel,intel-102
256,intel,intel-102
251,intel,intel-102
268,intel,intel-102
238,intel,intel-102
234,intel,intel-102
219,intel,intel-102
297,intel,intel-102
200,intel,intel-102
273,intel,intel-102
274,intel,intel-102
208,intel,intel-102
245,intel,intel-102
256,intel,intel-102
239,intel,intel-102
221,intel,intel-102
190,intel,intel-102
239,intel,intel-102
242,intel,intel-102
224,intel,intel-102
214,intel,intel-102
161,intel,intel-102
228,intel,intel-102
252,intel,intel-102
205,intel,intel-102
260,intel,intel-102
247,intel,intel-102
263,intel,intel-102
244,intel,intel-102
244,intel,intel-102
218,intel,intel-102
201,intel,intel-102
253,intel,intel-102
265,intel,intel-102
223,intel,intel-102
200,intel,intel-102
248,intel,intel-102
234,intel,intel-102
260,intel,intel-102
232,intel,intel-102
186,intel,intel-102
213,intel,intel-102
236,intel,intel-102
278,intel,intel-102
284,intel,intel-102
256,intel,intel-102
270,intel,intel-102
304,intel,intel-102
294,intel,intel-102
274,intel,intel-102
313,intel,intel-102
264,intel,intel-102
244,intel,intel-102
293,intel,intel-102
249,intel,intel-102
277,intel,intel-102
288,intel,intel-102
273,intel,intel-102
295,intel,intel-102
262,intel,intel-102
258,intel,intel-102
287,intel,intel-102
258,intel,intel-102
218,intel,intel-102
283,intel,intel-102
284,intel,intel-102
252,intel,intel-102
265,intel,intel-102
288,intel,intel-102
280,intel,intel-102
256,intel,intel-102
265,intel,intel-102
250,intel,intel-102
254,intel,intel-102
276,intel,intel-102
271,intel,intel-102
276,intel,intel-102
256,intel,intel-102
247,intel,intel-102
282,intel,intel-102
284,intel,intel-102
218,intel,intel-102
285,intel,intel-102
245,intel,intel-102
228,intel,intel-102
291,intel,intel-102
264,intel,intel-102
267,intel,intel-102
272,intel,intel-102
253,intel,intel-102
244,intel,intel-102
232,intel,intel-102
282,intel,intel-102
273,intel,intel-102
263,intel,intel-102
270,intel,intel-102
278,intel,intel-102
257,intel,intel-102
267,intel,intel-102
297,intel,intel-102
251,intel,intel-102
283,intel,intel-102
275,intel,intel-102
249,intel,intel-102
231,intel,intel-102
295,intel,intel-102
227,intel,intel-102
251,intel,intel-102
245,intel,intel-102
267,intel,intel-102
260,intel,intel-102
296,intel,intel-102
275,intel,intel-102
249,intel,intel-102
278,intel,intel-102
241,intel,intel-102
263,intel,intel-102
229,intel,intel-102
265,intel,intel-102
271,intel,intel-102
247,intel,intel-102
265,intel,intel-102
275,intel,intel-102
261,intel,intel-102
270,intel,intel-102
268,intel,intel-102
297,intel,intel-102
252,intel,intel-102
210,intel,intel-102
262,intel,intel-102
234,intel,intel-102
253,intel,intel-102
262,intel,intel-102
241,intel,intel-102
271,intel,intel-102
235,intel,intel-102
224,intel,intel-102
253,intel,intel-102
244,intel,intel-102
260,intel,intel-102
231,intel,intel-102
303,intel,intel-102
282,intel,intel-102
267,intel,intel-102
292,intel,intel-102
265,intel,intel-102
271,intel,intel-102
287,intel,intel-102
283,intel,intel-102
286,intel,intel-102
266,intel,intel-102
245,intel,intel-102
243,intel,intel-102
274,intel,intel-102
255,intel,intel-102
275,intel,intel-102
269,intel,intel-102
330,intel,intel-102
251,intel,intel-102
303,intel,intel-102
284,intel,intel-102
249,intel,intel-102
274,intel,intel-102
291,intel,intel-102
294,intel,intel-102
280,intel,intel-102
284,intel,intel-102
283,intel,intel-102
289,intel,intel-102
263,intel,intel-102
263,intel,intel-102
260,intel,intel-102
253,intel,intel-102
276,intel,intel-102
258,intel,intel-102
268,intel,intel-102
283,intel,intel-102
272,intel,intel-102
289,intel,intel-102
242,intel,intel-102
248,intel,intel-102
296,intel,intel-102
269,intel,intel-102
233,intel,intel-102
278,intel,intel-102
280,intel,intel-102
237,intel,intel-102
277,intel,intel-102
270,intel,intel-102
287,intel,intel-102
272,intel,intel-102
266,intel,intel-102
294,intel,intel-102
210,intel,intel-102
257,intel,intel-102
270,intel,intel-102
247,intel,intel-102
288,intel,intel-102
269,intel,intel-102
289,intel,intel-102
266,intel,intel-102
263,intel,intel-102
282,intel,intel-102
258,intel,intel-102
250,intel,intel-102
236,intel,intel-102
255,intel,intel-102
255,intel,intel-102
229,intel,intel-102
257,intel,intel-102
247,intel,intel-102
190,intel,intel-102
257,intel,intel-102
283,intel,intel-102
247,intel,intel-102
218,intel,intel-102
268,intel,intel-102
278,intel,intel-102
271,intel,intel-102
213,intel,intel-102
269,intel,intel-102
250,intel,intel-102
245,intel,intel-102
262,intel,intel-102
264,intel,intel-102
225,intel,intel-102
254,intel,intel-102
254,intel,intel-102
260,intel,intel-102
246,intel,intel-102
279,intel,intel-102
253,intel,intel-102
273,intel,intel-102
248,intel,intel-102
272,intel,intel-102
271,intel,intel-102
251,intel,intel-102
285,intel,intel-102
242,intel,intel-102
240,intel,intel-102
266,intel,intel-102
257,intel,intel-102
229,intel,intel-102
249,intel,intel-102
228,intel,intel-102
242,intel,intel-102
271,intel,intel-102
248,intel,intel-102
236,intel,intel-102
244,intel,intel-102
300,intel,intel-102
285,intel,intel-102
243,intel,intel-102
318,intel,intel-102
283,intel,intel-102
284,intel,intel-102
283,intel,intel-102
279,intel,intel-102
236,intel,intel-102
280,intel,intel-102
275,intel,intel-102
301,intel,intel-102
298,intel,intel-102
257,intel,intel-102
290,intel,intel-102
307,intel,intel-102
265,intel,intel-102
261,intel,intel-102
266,intel,intel-102
297,intel,intel-102
311,intel,intel-102
297,intel,intel-102
267,intel,intel-102
302,intel,intel-102
262,intel,intel-102
255,intel,intel-102
289,intel,intel-102
281,intel,intel-102
284,intel,intel-102
306,intel,intel-102
271,intel,intel-102
267,intel,intel-102
257,intel,intel-102
279,intel,intel-102
284,intel,intel-102
269,intel,intel-102
262,intel,intel-102
266,intel,intel-102
284,intel,intel-102
249,intel,intel-102
309,intel,intel-102
267,intel,intel-102
274,intel,intel-102
302,intel,intel-102
271,intel,intel-102
268,intel,intel-102
234,intel,intel-102
